Environment,Sender_Node,Sender_MAC,Receiver_Node,Receiver_MAC,Timestamp,RSSI,LQI,Diff_RSSI
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.735,-80,52,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.834,-81,48,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.933,-80,52,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.034,-81,48,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.136,-80,52,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.235,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.336,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.436,-81,48,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.536,-80,52,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.637,-81,48,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.738,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.837,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:53.937,-82,44,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.036,-81,48,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.137,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.237,-82,44,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.338,-81,48,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.440,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.540,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.638,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.739,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.840,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:54.941,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.040,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.140,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.242,-81,48,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.340,-82,44,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.441,-81,48,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:55.543,-81,48,0
